,city,lat,lng,Cloudiness,Country,Date,Humidity,Windspeed,Max temp
375,Kavaratti,10.57,72.64,100,IN,1569806948,71,2.17,27.64
376,Luderitz,-26.65,15.16,44,NA,1569806948,83,10.38,13.41
377,Praia da Vitoria,38.73,-27.07,20,PT,1569806948,94,5.09,20.0
378,Sioux Lookout,50.1,-91.92,90,CA,1569806948,93,7.7,5.0
379,Kisesa,-2.55,33.05,75,TZ,1569806949,88,4.1,20.0
380,Broken Hill,-31.97,141.45,28,AU,1569806949,31,6.2,18.0
381,Itoman,26.12,127.67,75,JP,1569806949,74,7.2,30.0
382,Channagiri,14.03,75.92,50,IN,1569806949,95,0.83,19.72
383,Zhangjiakou,40.77,114.88,0,CN,1569806949,61,2.18,13.85
384,Waddan,29.16,16.14,0,LY,1569806950,72,2.4,20.59
385,Nkoteng,4.5,12.12,99,CM,1569806950,99,2.09,19.34
386,Cidreira,-30.17,-50.22,0,BR,1569806950,89,5.89,17.09
387,Machalpur,24.13,76.3,99,IN,1569806950,94,3.97,22.17
388,Abu Samrah,35.3,37.18,0,SY,1569806950,87,2.63,18.12
389,Menomonie,44.88,-91.92,90,US,1569806951,93,4.6,15.56
390,Aden,12.79,45.03,100,YE,1569806856,70,5.41,29.82
391,Springfield,42.1,-72.59,75,US,1569806717,66,1.3,15.56
392,Kayes,14.44,-11.44,20,ML,1569806951,78,3.1,25.0
393,Opuwo,-18.06,13.84,0,NA,1569806951,81,1.25,11.39
394,Port Hueneme,34.15,-119.2,20,US,1569806952,52,2.6,21.0
395,Paramonga,-10.68,-77.82,97,PE,1569806952,91,6.2,15.35
396,Lypnyazhka,48.45,31.08,50,UA,1569806952,75,2.99,12.34
397,Jega,12.22,4.38,38,NG,1569806952,66,4.18,28.18
398,Yanam,16.73,82.22,75,IN,1569806952,94,1.5,26.0
399,Saint-Francois,46.42,3.91,90,FR,1569806953,77,3.6,18.0
400,Gat,14.69,-16.54,0,SN,1569806953,88,2.1,26.0
401,Sotnikovo,51.88,107.48,20,RU,1569806953,100,1.0,2.0
402,Jennings,-28.93,151.93,30,AU,1569806953,22,0.45,22.22
403,Tsaratanana,-16.8,47.65,93,MG,1569806953,88,0.43,20.54
404,Buenos Aires,-34.61,-58.44,0,AR,1569806953,68,3.1,25.0
405,Hirara,24.8,125.28,75,JP,1569806954,83,9.3,28.0
406,Denpasar,-8.65,115.22,20,ID,1569806954,83,4.6,27.0
407,Muros,42.77,-9.06,90,ES,1569806954,100,2.1,18.89
408,Waipawa,-39.94,176.59,84,NZ,1569806954,66,3.13,16.11
409,Ivot,53.68,34.2,77,RU,1569806955,97,2.71,8.53
410,Tezu,27.93,96.16,100,IN,1569806955,89,0.66,20.53
411,Sabang,13.8,121.11,84,PH,1569806955,77,0.45,30.0
412,Mezen,65.85,44.24,100,RU,1569806955,88,4.69,5.61
413,Vao,59.1,26.19,66,EE,1569806816,96,4.09,9.14
414,Salalah,17.01,54.1,75,OM,1569806956,88,3.6,27.0
415,Tiznit,29.7,-9.73,16,MA,1569806956,66,1.41,22.72
416,Berdigestyakh,62.1,126.7,100,RU,1569806956,79,3.67,0.64
417,Alice Springs,-23.7,133.88,0,AU,1569806690,18,6.2,30.0
418,Mogwase,-25.28,27.22,30,ZA,1569806957,22,0.95,12.61
419,Begun,24.99,75.01,100,IN,1569806957,91,4.6,22.65
420,Mount Gambier,-37.83,140.78,90,AU,1569806957,62,2.6,13.0
421,Fairbanks,64.84,-147.72,90,US,1569806957,93,1.5,11.0
422,Faya,18.39,42.45,0,SA,1569806957,55,0.62,19.0
423,Lluta,-16.02,-72.01,0,PE,1569806958,58,1.5,13.0
424,Mangrol,25.33,76.51,40,IN,1569806958,94,1.9,25.0
425,Yarada,17.65,83.27,75,IN,1569806958,94,2.1,26.0
426,Te Anau,-45.41,167.72,57,NZ,1569806958,59,3.68,6.58
427,Druzhba,52.05,33.94,44,UA,1569806958,93,3.33,9.08
428,Chicama,-7.84,-79.15,90,PE,1569806959,87,4.1,16.0
429,Kaeo,-35.1,173.78,73,NZ,1569806959,58,3.58,21.11
430,Havoysund,71.0,24.66,75,NO,1569806959,69,7.2,2.0
431,Winchester,51.06,-1.31,72,GB,1569806722,93,3.13,12.22
432,Nam Som,17.77,102.19,22,TH,1569806959,78,2.1,27.0
433,Yangjiang,21.85,111.96,0,CN,1569806959,48,0.98,30.56
434,Saint-Joseph,43.56,6.97,0,FR,1569806960,73,7.2,21.0
435,Rio Gallegos,-51.62,-69.22,75,AR,1569806912,93,4.6,3.0
436,Nadym,65.53,72.51,100,RU,1569806960,77,5.19,-0.67
437,Husavik,50.56,-96.99,100,CA,1569806960,98,10.54,5.56
438,Leh,34.16,77.58,95,IN,1569806960,64,0.69,2.32
439,Zhezkazgan,47.8,67.71,0,KZ,1569806883,73,3.0,-3.0
440,Redlands,34.06,-117.19,75,US,1569806961,33,5.7,23.0
441,Ingham,-18.65,146.16,62,AU,1569806961,40,1.17,30.0
442,Tazovskiy,67.47,78.7,93,RU,1569806961,80,2.87,-0.28
443,Jiangyou,31.78,104.73,40,CN,1569806961,85,1.21,14.78
444,Omboue,-1.57,9.26,100,GA,1569806962,82,7.03,24.71
445,Ricse,48.32,21.97,40,HU,1569806962,82,5.1,15.0
446,Kaoma,-14.8,24.8,78,ZM,1569806962,16,1.03,16.69
447,High Level,58.52,-117.13,20,CA,1569806962,39,5.7,7.0
448,Kirakira,-10.46,161.92,64,SB,1569806962,79,7.33,28.21
449,Ewa Beach,21.32,-158.01,1,US,1569806963,52,4.1,31.0
450,Limbang,4.75,115.01,75,BN,1569806963,83,3.1,30.0
451,El Viejo,12.66,-87.17,17,NI,1569806963,74,5.63,29.05
452,Sri Aman,1.24,111.46,75,MY,1569806963,94,2.6,25.0
453,Coahuayana,18.62,-100.35,100,MX,1569806963,99,1.28,21.54
454,Bairnsdale,-37.83,147.63,95,AU,1569806964,54,0.45,14.44
455,Sinazongwe,-17.26,27.46,0,ZM,1569806964,13,2.12,19.31
456,Kedrovyy,56.17,91.82,40,RU,1569806964,93,5.0,2.0
457,Sibolga,1.74,98.78,95,ID,1569806964,80,3.25,26.52
458,Maniitsoq,65.42,-52.9,86,GL,1569806964,78,2.69,5.2
459,Fort-Shevchenko,44.51,50.26,98,KZ,1569806965,63,4.9,15.93
460,Hobyo,5.35,48.53,12,SO,1569806965,91,4.92,24.22
461,Anloga,5.79,0.9,20,GH,1569806965,88,2.1,26.0
462,Guipavas,48.43,-4.4,40,FR,1569806965,93,2.6,13.89
463,Aswan,24.09,32.9,0,EG,1569806966,36,3.6,27.0
464,Luang Prabang,19.89,102.14,90,LA,1569806966,88,2.1,21.0
465,Omsukchan,62.53,155.8,100,RU,1569806966,95,2.53,-3.34
466,Kumluca,36.37,30.29,0,TR,1569806966,50,1.84,14.13
467,Sept-Iles,50.2,-66.38,75,CA,1569806834,52,6.2,7.0
468,Warmbad,50.67,13.08,75,DE,1569806867,93,5.1,16.67
469,Havelock,34.88,-76.9,1,US,1569806967,78,2.33,27.22
470,Umm Kaddadah,13.6,26.69,79,SD,1569806967,39,4.86,29.65
471,Pangnirtung,66.15,-65.72,97,CA,1569806671,92,1.52,2.32
472,Vostok,46.45,135.83,68,RU,1569806967,57,1.39,10.91
473,Marfino,56.07,37.56,90,RU,1569806968,100,2.0,10.0
474,Sao Borja,-28.66,-56.0,0,BR,1569806968,54,4.24,21.97
475,Gumdag,39.2,54.59,0,TM,1569806968,36,4.76,16.99
476,Westport,41.14,-73.36,1,US,1569806968,55,3.1,20.0
477,Lake Havasu City,34.47,-114.34,1,US,1569806968,14,4.6,27.0
478,Penzance,50.12,-5.53,38,GB,1569806969,93,4.1,13.89
479,Nieves,24.0,-103.02,69,MX,1569806969,67,6.64,19.59
480,Malanje,-9.54,16.35,100,AO,1569806969,90,3.25,19.16
481,Egvekinot,66.32,-179.17,43,RU,1569806784,98,1.52,1.12
482,Fougamou,-1.22,10.59,100,GA,1569806969,94,1.42,22.23
483,Mecca,21.43,39.83,64,SA,1569806970,46,0.72,31.07
484,Fasa,28.94,53.65,0,IR,1569806970,49,3.1,21.0
485,Vardo,39.62,-77.74,1,US,1569806970,56,2.6,23.89
486,Nampula,-15.12,39.26,0,MZ,1569806970,100,4.1,20.0
487,Storslett,69.77,21.03,100,NO,1569806970,66,7.44,4.13
488,Tallahassee,30.44,-84.28,1,US,1569806971,61,2.39,28.89
489,Qandala,11.47,49.87,24,SO,1569806971,76,0.6,30.12
490,Abu Kamal,34.45,40.92,0,SY,1569806971,38,3.97,23.44
491,Portobelo,9.55,-79.65,40,PA,1569806971,83,3.1,26.0
492,Ollioules,43.14,5.85,0,FR,1569806972,78,5.1,22.0
493,Waingapu,-9.65,120.26,39,ID,1569806972,57,4.62,26.31
494,Garissa,-0.46,39.64,80,KE,1569806972,76,4.58,23.9
495,Sabaudia,41.3,13.03,20,IT,1569806972,88,2.6,20.0
496,Matay,28.42,30.79,0,EG,1569806972,70,5.87,19.86
497,Carroll,-30.99,150.44,52,AU,1569806973,19,2.6,22.22
498,Harper,30.3,-99.24,1,US,1569806885,54,4.6,29.44
499,Broome,52.47,1.45,89,GB,1569806973,93,6.7,12.22
500,Zurrieq,35.83,14.47,20,MT,1569806973,88,2.1,23.33
501,Basco,40.33,-91.2,1,US,1569806973,100,5.1,23.0
502,Aquiraz,-3.9,-38.39,75,BR,1569806973,78,4.1,26.0
503,Padang,-0.92,100.36,100,ID,1569806974,85,8.36,25.99
504,Klaksvik,62.23,-6.59,100,FO,1569806974,87,10.3,6.0
505,Anadyr,64.73,177.51,20,RU,1569806974,69,5.0,4.0
506,Mbekenyera,-10.0,38.98,66,TZ,1569806974,86,2.63,22.81
507,Tigzirt,36.57,4.2,0,DZ,1569806974,36,0.74,20.01
508,Nouakchott,18.08,-15.98,75,MR,1569806975,78,4.6,27.0
509,Suluq,31.67,20.25,0,LY,1569806975,72,5.04,23.95
510,Dessalines,19.26,-72.52,94,HT,1569806975,75,3.5,28.45
511,Agadir,30.42,-9.58,0,MA,1569806975,56,4.1,22.0
512,Srednekolymsk,67.46,153.71,100,RU,1569806975,85,3.71,-1.13
513,Port Arthur,29.9,-93.93,1,US,1569806907,83,3.1,27.0
514,Hokitika,-42.72,170.96,100,NZ,1569806976,79,7.04,11.97
515,Aksarka,66.56,67.8,100,RU,1569806976,98,2.41,0.91
516,Harrison,39.26,-84.82,75,US,1569806976,88,2.6,26.67
517,Guerrero Negro,27.97,-114.04,7,MX,1569806977,83,9.55,19.18
518,Banes,20.96,-75.72,75,CU,1569806909,100,1.5,24.0
519,Goderich,43.74,-81.71,100,CA,1569806977,69,6.73,12.78
520,San Carlos de Bariloche,-41.13,-71.31,90,AR,1569806977,86,8.7,3.0
521,Bowen,-20.01,148.25,70,AU,1569806977,45,2.6,30.0
522,Souillac,45.6,-0.6,90,FR,1569806966,93,1.0,16.0
523,Dalmatovo,56.26,62.94,97,RU,1569806978,86,3.74,1.92
524,Leshukonskoye,64.9,45.76,98,RU,1569806978,90,3.3,4.49
525,Aleksandriya,45.09,43.24,87,RU,1569806978,76,3.95,11.18
526,Sao Jose da Coroa Grande,-8.9,-35.15,0,BR,1569806978,92,1.18,21.28
527,Nha Trang,12.24,109.19,94,VN,1569806978,62,1.5,30.0
528,Takasaki,36.32,139.0,51,JP,1569806979,83,1.4,25.56
529,Fort Frances,48.61,-93.4,90,CA,1569806979,66,5.7,10.0
530,Wanning,48.64,13.53,40,AT,1569806979,67,3.6,18.89
531,Port-Gentil,-0.72,8.78,100,GA,1569806980,83,7.1,25.0
532,Tura,64.27,100.22,100,RU,1569806980,84,1.11,-2.43
533,Hami,42.84,93.51,0,CN,1569806980,26,1.49,19.24
534,Kamenka,48.03,28.7,46,MD,1569806980,93,2.71,7.22
535,Yashkul,46.17,45.34,100,RU,1569806980,81,3.2,12.58
536,Constitucion,23.99,-104.67,90,MX,1569806932,88,3.1,18.0
537,Mao,19.55,-71.08,75,DO,1569806981,88,3.1,28.33
538,Nhulunbuy,-12.18,136.78,0,AU,1569806981,43,5.28,31.0
539,Coquimbo,-29.95,-71.34,90,CL,1569806981,82,3.1,13.0
540,Murdochville,48.96,-65.49,64,CA,1569806981,73,5.47,3.1
541,Khandyga,62.65,135.58,0,RU,1569806982,54,2.37,1.02
542,Mpika,-11.84,31.4,0,ZM,1569806982,41,2.85,18.73
543,La Romana,18.43,-68.97,75,DO,1569806982,94,2.77,25.0
544,Evensk,61.92,159.24,100,RU,1569806982,96,5.26,-0.5
545,Wanxian,30.8,108.39,57,CN,1569806982,68,1.92,20.44
546,Molln,47.89,14.26,40,AT,1569806983,67,3.6,18.89
547,Am Timan,11.04,20.28,100,TD,1569806983,91,3.01,22.64
548,Hendrina,-26.16,29.72,0,ZA,1569806983,35,3.79,13.89
549,Hay River,60.82,-115.79,20,CA,1569806983,36,7.2,9.0
550,Guarapari,-20.67,-40.5,75,BR,1569806983,94,1.5,23.89
